adc_data,encrypted_data
  8870, -7848
  8875, 20403
  8880,-12087
  8885, 14889
  8890,  5122
  8895, 23339
  8900,-10580
  8905, 14293
  8910,  3104
  8915, 19090
  8920,-14990
  8925,  3818
  8930, 16549
  8935, -1912
  8940, 26274
  8945,-19152
  8950,-24709
  8955, 23081
  8960,-10554
  8965, 12690
  8970,  2629
  8975, 30914
  8980, -4324
  8985, 32097
  8990, -3341
  8995, 28903
  9000,-26354
  9005, 24018
  9010,-13903
  9015,  1059
  9020, 30185
  9025, -7234
  9030, 20943
  9035, -8762
  9040,  8693
  9045,  9917
  9050, 11894
  9055, 15900
  9060, 25193
  9065,-19468
  9070, -5651
  9075, 16967
  9080, -1153
  9085, 27603
  9090,-32248
  9095,-30667
  9100,-17716
  9105,-26293
  9110, 24098
  9115,-12421
  9120,   359
  9125, 28396
  9130,-30614
  9135,-17782
  9140,-26446
  9145, 24282
  9150,-12598
  9155,   627
  9160, 26910
  9165,-31355
  9170,-32561
  9175,-29892
  9180,-17020
  9185,-28061
  9190,-21164
  9195, -4631
  9200, 30994
  9205, -5629
  9210, 16845
  9215, -1606
  9220, 24726
  9225,-17298
  9230,-26529
  9235, 24336
  9240,-10788
  9245, 15866
  9250,  7601
  9255, 23508
  9260,-13068
  9265,  3628
  9270, 31139
  9275, -5172
  9280, 29468
  9285, -6557
  9290, 21555
  9295, -8776
  9300, 11942
  9305, 15375
  9310,  4682
  9315, 23631
  9320,-11628
  9325, 13315
  9330,   248
  9335, 30026
  9340,-28422
  9345,-21057
  9350, -3225
  9355, 27772
  9360,-31052
  9365,-29125
  9370,-16511
  9375,-27676
  9380,-22661
  9385,-15077
  9390,  5055
  9395, 24289
  9400,-10309
  9405, 13095
  9410,  4274
  9415, 20545
  9420, -9902
  9425,  8320
  9430, 11588
  9435, 12691
  9440,  2978
  9445, 19948
  9450,-12914
  9455,  3577
  9460, 32702
  9465, -4572
  9470, 17509
  9475, -3154
  9480, 28194
  9485,-32255
  9490,-31574
  9495,-29060
  9500,-17196
  9505,-25360
  9510, 23227
  9515,-13236
  9520,  3112
  9525, 32353
  9530, -4156
  9535, 17754
  9540, -3215
  9545, 28347
  9550,-29305
  9555,-17465
  9560,-27525
  9565,-21955
  9570, -5721
  9575, 30788
  9580, -5218
  9585, 31813
  9590, -7353
  9595, 19559
  9600,-13281
  9605,  3384
  9610, 32516
  9615, -4944
  9620, 17942
  9625, -1868
  9630,  6848
  9635,-22146
  9640, -2823
  9645, 29006
  9650,-26337
  9655, 24532
  9660,-10408
  9665, 12824
  9670,  4406
  9675, 20584
  9680, -8638
  9685, 11728
  9690, 13317
  9695,   609
  9700, 32190
  9705, -7757
  9710, 18834
  9715,-11032
  9720, 16108
  9725,  6608
  9730,-23631
  9735, -1960
  9740,  6946
  9745,-24095
  9750,  -929
  9755, 25216
  9760,-16815
  9765,-26009
  9770, 23814
  9775,-10414
  9780, 15452
  9785,  7301
  9790,-23369
  9795,-15792
  9800,  5250
  9805, 22173
  9810, -8978
  9815, 12226
  9820, 13084
  9825,  2389
  9830, 20109
  9835,-12477
  9840,  4088
  9845, 31286
  9850, -5251
  9855, 31452
  9860, -5281
  9865, 32160
  9870, -5101
  9875, 18311
  9880, -3800
  9885, 28634
  9890,-31630
  9895,-28735
  9900,-17446
  9905,-27244
  9910,-21236
  9915, -2603
  9920, 30660
  9925,-27967
  9930,-21277
  9935, -3841
  9940, 27350
  9945,-29126
  9950,-18248
  9955,-26726
  9960,-22485
  9965, -5363
  9970, 32217
  9975, -5015
  9980, 18419
  9985, -3911
  9990, 28209
  9995,-31306
 10000,-29032
 10005,-17885
 10010,-27506
 10015,-21015
 10020, -3099
 10025, 27012
 10030,-30211
 10035,-19290
 10040, -7641
 10045, 19512
 10050,-13670
 10055,  1603
 10060, 28176
 10065,-31651
 10070,-28763
 10075,-18160
 10080,-26941
 10085,-22249
 10090, -5870
 10095, 32108
 10100, -4229
 10105, 17103
 10110,-14977
 10115,  4367
 10120, 24242
 10125,-11643
 10130, 13419
 10135,  3063
 10140, 17675
 10145,  -837
 10150, 25790
 10155,-19778
 10160, -6701
 10165, 22458
 10170, -8527
 10175, 11037
 10180, 15325
 10185,  6582
 10190,-21214
 10195, -3318
 10200, 27055
 10205,-30334
 10210,-19573
 10215, -7046
 10220, 18981
 10225,-11264
 10230, 12830
 10235,  5974
 10240, 17453
 10245,-10135
 10250, 13399
 10255,  5889
 10260,-23497
 10265, -1353
 10270, 31348
 10275,-24829
 10280,-21411
 10285,-14154
 10290,  4394
 10295, 22234
 10300,-15713
 10305,  3728
 10310, 32270
 10315,-26637
 10320, 23693
 10325,-11092
 10330, 11739
 10335,  9323
 10340, 13175
 10345,  5195
 10350,-21056
 10355, -2542
 10360,  5484
 10365,-20533
 10370, -3536
 10375, 27479
 10380,-16836
 10385,-26648
 10390, 24007
 10395,-11082
 10400, 11863
 10405, 10195
 10410,  2803
 10415, 25849
 10420,-32487
 10425,-19378
 10430,-25413
 10435,-23827
 10440,  -272
 10445, 25399
 10450,-32758
 10455,-18778
 10460,-26240
 10465,-23021
 10470, -6809
 10475, 29483
 10480, -7405
 10485, 30273
 10490, -1398
 10495, 31275
 10500,-28396
 10505,-21557
 10510,-13644
 10515,  6778
 10520, 23383
 10525,-10468
 10530, 10934
 10535, 11990
 10540, 14467
 10545,  3704
 10550, 32377
 10555, -5313
 10560, 23033
 10565,-11457
 10570,  9025
 10575, 16148
 10580,  6398
 10585, 18181
 10590, -9119
 10595, 15079
 10600,   563
 10605, 18751
 10610,  -134
 10615, 25904
 10620,-32528
 10625,-19296
 10630,-26045
 10635,-23792
 10640,  -800
 10645, 25855
 10650,-31329
 10655,-20191
 10660,-28130
 10665, 21890
 10670,-14822
 10675, 13337
 10680, 26704
 10685,-17472
 10690, -4388
 10695, 20142
 10700,-13312
 10705,  1651
 10710, 16396
 10715,-15646
 10720,  3117
 10725, 32225
 10730,-27819
 10735, 21507
 10740,-14985
 10745,  2709
 10750, 26446
 10755,-31527
 10760,-18048
 10765, -4302
 10770, 16580
 10775,-14473
 10780,  3013
 10785, 24858
 10790,-29440
 10795,-29780
 10800,-32267
 10805,-19686
 10810,-28456
 10815, 22424
 10820,-14659
 10825,  2268
 10830, 26269
 10835,-32539
 10840,-20153
 10845,-25285
 10850,-22125
 10855,-13330
 10860,  7428
 10865, 20820
 10870, -9231
 10875, 12345
 10880,  4316
 10885,-21698
 10890,-12516
 10895,  6784
 10900, 16468
 10905,-14419
 10910,  2237
 10915, 24952
 10920,-32198
 10925,-19375
 10930,-25891
 10935,-17904
 10940, -7991
 10945, 19346
 10950, -3444
 10955, 25335
 10960,-30127
 10965,-30858
 10970,-16540
 10975, -5145
 10980, 22732
 10985,-10432
 10990, 11994
 10995,  9134
 11000, 15933
 11005,  1240
 11010, 19840
 11015,-14141
 11020,  6239
 11025, 22813
 11030,-10650
 11035, 12211
 11040,  8562
 11045, 15832
 11050,  6194
 11055, 23210
 11060,-10370
 11065, 11648
 11070,  9679
 11075,  2676
 11080, 25233
 11085,-28843
 11090,-29631
 11095,-29953
 11100,-32546
 11105,-19719
 11110,-28349
 11115, 21604
 11120,-16112
 11125,  3114
 11130, 31746
 11135, -5860
 11140, 23432
 11145,-11635
 11150, 10037
 11155, 14301
 11160,  5501
 11165,-24488
 11170, -1799
 11175, 31369
 11180,-24631
 11185,-23867
 11190,  -969
 11195, 25128
 11200,-30641
 11205,-31784
 11210,-19444
 11215,-31436
 11220,-18275
 11225, -4485
 11230, 16845
 11235,-16300
 11240,  3846
 11245, 31217
 11250,-25203
 11255,-20912
 11260, -2684
 11265,  4347
 11270,-21631
 11275, -2296
 11280, 28459
 11285,-18056
 11290, -4653
 11295, 23812
 11300,-10377
 11305,  9306
 11310, 16103
 11315,  1532
 11320, 28886
 11325, -7494
 11330, 30136
 11335, -5185
 11340, 18844
 11345,-12769
 11350,  6564
 11355, 23484
 11360, -9455
 11365,  9187
 11370,  3822
 11375, 24793
 11380,-31228
 11385,-18459
 11390,-25859
 11395,-22253
 11400, -3559
 11405,  4171
 11410,-21616
 11415, -2205
 11420, 27931
 11425,-17104
 11430, -7063
 11435, 18672
 11440, -3142
 11445,  5980
 11450,-22124
 11455, -3083
 11460,  6071
 11465,-22319
 11470,-12925
 11475,  6918
 11480, 20681
 11485,-15605
 11490, 12684
 11495, 28047
 11500,-16966
 11505, -6710
 11510, 20330
 11515, -3674
 11520,  5114
 11525,-22800
 11530,   -15
 11535, 31966
 11540,-26424
 11545,-21540
 11550, -3717
 11555, 28048
 11560,-23825
 11565, -7901
 11570, 29513
 11575,  -817
 11580, 32394
 11585,-26814
 11590, 21116
 11595,-14496
 11600,  2788
 11605, 30051
 11610, -5808
 11615, 16474
 11620, -8405
 11625, 13711
 11630,  6705
 11635, 22136
 11640, -9018
 11645, 13464
 11650,  5122
 11655, 21065
 11660,-15205
 11665,  1086
 11670, 28984
 11675, -8087
 11680, 30379
 11685, -6150
 11690, 19501
 11695, -2785
 11700, 27329
 11705,-19590
 11710,-25229
 11715,-24001
 11720, -6559
 11725, 29413
 11730,  -345
 11735, 32036
 11740,-25029
 11745,-22600
 11750, -2034
 11755, 24940
 11760,-30744
 11765,-20024
 11770,-26466
 11775,-21926
 11780, -2849
 11785, 28045
 11790,-18423
 11795, -4424
 11800, 23863
 11805,-11801
 11810, 11822
 11815, 11839
 11820, 11795
 11825, 11953
 11830, 12076
 11835, 11340
 11840, 11066
 11845,  8806
 11850, 13494
 11855,  5565
 11860,-21650
 11865, -3737
 11870,  5592
 11875,-21970
 11880,-12660
 11885,  5859
 11890, 21468
 11895,-15729
 11900,  3297
 11905, 25184
 11910,-31653
 11915,-19392
 11920,-26981
 11925,-21438
 11930,-13056
 11935,  7483
 11940, 23652
 11945,-11863
 11950, 12158
 11955, 10939
 11960,  9805
 11965, 15708
 11970,   739
 11975, 19672
 11980, -2875
 11985, 27612
 11990,-18519
 11995,-27512
 12000, 20553
 12005,-14898
 12010,  2819
 12015, 31403
 12020,-27204
 12025, 20996
 12030,-16182
 12035,  3930
 12040, 26851
 12045,-20272
 12050,-32298
 12055,-17239
 12060, -5169
 12065, 17596
 12070,-16370
 12075, 12731
 12080, 27869
 12085,-17971
 12090,-28222
 12095, 22788
 12100,-10948
 12105,  9549
 12110, 14593
 12115,  7873
 12120, 16755
 12125, -9338
 12130, 15151
 12135,   629
 12140, 19274
 12145, -3600
 12150,  5012
 12155,-22467
 12160, -3067
 12165, 28116
 12170,-17173
 12175, -5390
 12180, 17909
 12185,-15364
 12190,  3125
 12195, 24810
 12200,-24681
 12205,-16733
 12210, -6653
 12215, 19721
 12220, -2864
 12225, 27968
 12230,-17395
 12235, -5249
 12240, 17434
 12245,-16298
 12250, 12846
 12255, 27979
 12260,-17382
 12265, -5236
 12270, 17338
 12275, -8371
 12280, 13391
 12285,  4710
 12290,-18204
 12295, -6004
 12300, 30642
 12305,-20609
 12310,-24694
 12315,-24009
 12320, -2171
 12325, 22109
 12330,-11367
 12335,   856
 12340, 16995
 12345,-12763
 12350, 13146
 12355, 14284
 12360,  8327
 12365,  5392
 12370, 25426
 12375,-30687
 12380,-19890
 12385,-11107
 12390,   372
 12395, 23905
 12400,-15829
 12405, 10421
 12410,  1909
 12415, 18986
 12420,-15483
 12425, 10018
 12430,  1050
 12435, 17482
 12440,-12897
 12445, 13808
 12450, 15543
 12455, 10868
 12460,  2868
 12465,-19243
 12470,-12275
 12475,  2147
 12480, 20114
 12485, -9462
 12490,  5234
 12495, 24921
 12500,-31340
 12505,-18634
 12510, -5474
 12515, 29764
 12520,-22406
 12525,-29471
 12530, 19318
 12535,-16340
 12540, 11121
 12545,  3134
 12550,-18145
 12555, -5891
 12560, 29756
 12565,-22353
 12570,-30486
 12575, 20094
 12580, -9985
 12585,  6499
 12590, 26795
 12595, -2085
 12600, 22271
 12605,-10321
 12610,  8048
 12615, 22505
 12620,-10910
 12625,   972
 12630, 16683
 12635,-14168
 12640, 14957
 12645, 10724
 12650,  1808
 12655, 18543
 12660,-15360
 12665,  8798
 12670,  7139
 12675, 28471
 12680, -7184
 12685, 25415
 12690,-31130
 12695,-19603
 12700,-11569
 12705,  1411
 12710, 17013
 12715,-12421
 12720, 13201
 12725, 13573
 12730, 15315
 12735,  9886
 12740,   675
 12745, 17402
 12750,-13307
 12755, 13780
 12760, 14639
 12765,  8752
 12770,  7594
 12775, 21383
 12780, -5252
 12785, 30192
 12790,-22831
 12795,-28840
 12800, 17630
 12805,-13486
 12810, 15899
 12815, 10458
 12820,  2492
 12825,-18809
 12830,-11700
 12835,  2992
 12840, 19935
 12845, -9498
 12850,  6146
 12855, 28671
 12860, -7592
 12865, 25792
 12870, -3470
 12875, 16818
 12880,-13108
 12885, 12509
 12890, 14332
 12895, 16091
 12900, 10673
 12905,  4017
 12910,-17641
 12915, -6666
 12920, 31714
 12925,-28165
 12930,-25947
 12935,-21198
 12940,-25194
 12945,-24189
 12950, -2920
 12955, 23496
 12960,-10069
 12965,  5444
 12970, 27184
 12975, -2488
 12980, 22983
 12985, -9103
 12990, 11762
 12995, 30542
 13000,-22440
 13005,-30048
 13010,-20237
 13015,-10739
 13020,   911
 13025, 24432
 13030,-15981
 13035,  9248
 13040,    84
 13045, 17013
 13050,-14082
 13055, 14365
 13060, 11050
 13065,  1717
 13070, 17508
 13075,-13491
 13080, 16075
 13085, 11681
 13090, 30573
 13095,-23320
 13100,-29109
 13105, 18984
 13110,-14730
 13115,  8379
 13120,  6163
 13125, 21256
 13130, -6841
 13135, 32516
 13140,-25897
 13145,-20962
 13150,-32728
 13155,-18367
 13160, -6383
 13165, 31815
 13170,-25453
 13175,-23851
 13180, -1062
 13185, 22317
 13190, -5066
 13195,  2358
 13200,-20202
 13205,-10314
 13210,   317
 13215, 17166
 13220,-13942
 13225, 14641
 13230,  9258
 13235,  2047
 13240, 18319
 13245,-12908
 13250, 12437
 13255, 13485
 13260,  9149
 13265,  5974
 13270, 25340
 13275,-30835
 13280,-17796
 13285, -7005
 13290, 31210
 13295,-26735
 13300,-27246
 13305,-28398
 13310,-25909
 13315,-22069
 13320,-31082
 13325,-18247
 13330, -6736
 13335, 24666
 13340,-28853
 13345, 18677
 13350, -9640
 13355, 11263
 13360, 29316
 13365,-22226
 13370,-30723
 13375,-16729
 13380, -7876
 13385, 30997
 13390,-24672
 13395,-21366
 13400,-28710
 13405, 18654
 13410, -9359
 13415, 10922
 13420, 28698
 13425,-21424
 13430,-30546
 13435, 20066
 13440,-14349
 13445,  8789
 13450,  1584
 13455, 17464
 13460,-12576
 13465, 16011
 13470,  8956
 13475,  1311
 13480, 23086
 13485,-16066
 13490,  9797
 13495,  7832
 13500, 26887
 13505, -7039
 13510, 25115
 13515, -2619
 13520, 18082
 13525,-13689
 13530, 14294
 13535, 12818
 13540, 15358
 13545,  5476
 13550, 32383
 13555,-28337
 13560,-28447
 13565,-27680
 13570,-27500
 13575,-24914
 13580,-21420
 13585,-28742
 13590, 19231
 13595, -9900
 13600,  5861
 13605, 31317
 13610,-31325
 13615,-23206
 13620,    -1
 13625, 21894
 13630, -7230
 13635, 32721
 13640,-28426
 13645,-28328
 13650,-28094
 13655,-27413
 13660,-25032
 13665,-21314
 13670,-29500
 13675, 19101
 13680, -8783
 13685,  7986
 13690, 26755
 13695, -6738
 13700, 24647
 13705,-29927
 13710, 17276
 13715,-13146
 13720, 14786
 13725, 12007
 13730,  2217
 13735,-19955
 13740, -4244
 13745, 30212
 13750,-23609
 13755,-30125
 13760, 16713
 13765,-14249
 13770, 12704
 13775, 15368
 13780,  8291
 13785,  1438
 13790, 24215
 13795, -9336
 13800, 10775
 13805, 29427
 13810,-21509
 13815,-30749
 13820,-18340
 13825, -1540
 13830, 24899
 13835, -2069
 13840, 18157
 13845,-13052
 13850, 16102
 13855,  9709
 13860,  6781
 13865, 21675
 13870, -4927
 13875, 30043
 13880,-23554
 13885, -2287
 13890, 17527
 13895,-13428
 13900, 12870
 13905, 16046
 13910,  9643
 13915,  6718
 13920, 21701
 13925, -4772
 13930, 29872
 13935,-23812
 13940, -2771
 13945, 22587
 13950,-15494
 13955,  9589
 13960,  6869
 13965, 21528
 13970, -4727
 13975, 30089
 13980,-23622
 13985, -2848
 13990, 18150
 13995,-12336
 14000, 15717
 14005, 11519
 14010,  3293
 14015,-18573
 14020,-11334
 14025,  1781
 14030, 24048
 14035,-10106
 14040,  5828
 14045, 29056
 14050,-22404
 14055,-30739
 14060,-18079
 14065, -1398
 14070, 27473
 14075, -6422
 14080, 24617
 14085, -2381
 14090, 17983
 14095,-13160
 14100, 16146
 14105,  9934
 14110,  4274
 14115, 28422
 14120, -2868
 14125, 23150
 14130,-14864
 14135, 12072
 14140,   673
 14145, 16486
 14150,-12408
 14155, 14936
 14160, 10846
 14165, 30668
 14170,-18224
 14175, -1246
 14180, 27343
 14185, -6329
 14190, 24981
 14195, -2507
 14200, 17778
 14205,-13805
 14210, 13089
 14215, 15813
 14220,  8526
 14225,  1282
 14230, 18417
 14235,-12718
 14240, 15587
 14245, 11942
 14250,    61
 14255, 19495
 14260,-14490
 14265, 11301
 14270,  2791
 14275,-16481
 14280, -4535
 14285, 29234
 14290,-21410
 14295,-32396
 14300,-19786
 14305, -5876
 14310,  3017
 14315,-19877
 14320, -5730
 14325,  2813
 14330,-20387
 14335, -4813
 14340, 31654
 14345,-20915
 14350, -1993
 14355, 19429
 14360,-14707
 14365, 14987
 14370, 15767
 14375, 13466
 14380,  9316
 14385,  1763
 14390,-19551
 14395, -5222
 14400, 26856
 14405,-29840
 14410,-19495
 14415, -5145
 14420, 26824
 14425,-29837
 14430,-19479
 14435, -5371
 14440, 27003
 14445,-29628
 14450,-20079
 14455, -4415
 14460, 29546
 14465,-24993
 14470,-25975
 14475,-28090
 14480,-23945
 14485,-28851
 14490,-17498
 14495, -9658
 14500,  3499
 14505, 19782
 14510,-15453
 14515, 12353
 14520, 11092
 14525,  5364
 14530, 23212
 14535, -7561
 14540, 31511
 14545,-20972
 14550,-30846
 14555, 19781
 14560,-15492
 14565, 16156
 14570, 10586
 14575,  8108
 14580, 28594
 14585, -1784
 14590, 18475
 14595,-15435
 14600, 12440
 14605, 11330
 14610,  5703
 14615, 20543
 14620,-12113
 14625,  4514
 14630, 25389
 14635, -3785
 14640, 23725
 14645, -9998
 14650,  4044
 14655, 17182
 14660,-13792
 14665, 12205
 14670,  2965
 14675, 18525
 14680,-15768
 14685, 12772
 14690, 10754
 14695,  4713
 14700, 26306
 14705, -4634
 14710, 30623
 14715,-27094
 14720,-21697
 14725,  -209
 14730, 20912
 14735, -8685
 14740,  5573
 14745, 23529
 14750, -7344
 14755, 31283
 14760,-20598
 14765, -1579
 14770, 18994
 14775,-14652
 14780, 14524
 14785, 15344
 14790, 15650
 14795, 13086
 14800,  8647
 14805,  3157
 14810, 20275
 14815,-16154
 14820, 13758
 14825,  8863
 14830,  1250
 14835,-16812
 14840, -7367
 14845, 31309
 14850,-21395
 14855,-31263
 14860, 20100
 14865,-14456
 14870, 15942
 14875, 13195
 14880, 12138
 14885,  5496
 14890, 21349
 14895,-12242
 14900,  7618
 14905, 25330
 14910,  -154
 14915, 20714
 14920,-10429
 14925,  6205
 14930, 30430
 14935,-28599
 14940,-22917
 14945,-28703
 14950,-17127
 14955, -7822
 14960, 31087
 14965,-20650
 14970, -1987
 14975, 19009
 14980,-15392
 14985, 13952
 14990,  8247
 14995,   498
 15000,-18073
 15005, -9244
 15010,  3539
 15015, 16788
 15020,-13357
 15025,  8418
 15030,    48
 15035,-18249
 15040, -8256
 15045,  3027
 15050, 22484
 15055,-14153
 15060,  8783
 15065,  3198
 15070, 17326
 15075,-12722
 15080, 11888
 15085,  5935
 15090, 24393
 15095,-10005
 15100,  3237
 15105, 17345
 15110,-12574
 15115, 10595
 15120,  5117
 15125, 25060
 15130, -3830
 15135, 22794
 15140, -7464
 15145, 32305
 15150,-23898
 15155,-32396
 15160, 17904
 15165,-11829
 15170,  7433
 15175, 28240
 15180,-31139
 15185, 17120
 15190,-12442
 15195, 11818
 15200,  5322
 15205, 21120
 15210,-12234
 15215,  7910
 15220, 26649
 15225,-32234
 15230,-17609
 15235,-11342
 15240,  4296
 15245, 23453
 15250, -4371
 15255, 30418
 15260,-28630
 15265,-23914
 15270,-32438
 15275, 17981
 15280,-10582
 15285,  6634
 15290, 30680
 15295,-28152
 15300,-22744
 15305,-28692
 15310,-19932
 15315, -4760
 15320, 28884
 15325,-25319
 15330,-26146
 15335,-28259
 15340,-24430
 15345,-29364
 15350,-16699
 15355, -6978
 15360,  1929
 15365,-18353
 15370, -8987
 15375,  1149
 15380, 16767
 15385,-11912
 15390,  7617
 15395, 30572
 15400,-25737
 15405,-25333
 15410,-28608
 15415,-21546
 15420,-32395
 15425, 17664
 15430,-14145
 15435, 10306
 15440,  4319
 15445, 24412
 15450, -8120
 15455, 32015
 15460,-21175
 15465, -2797
 15470, 24388
 15475, -8160
 15480, 31909
 15485,-21422
 15490, -2108
 15495, 25428
 15500, -6031
 15505, 29349
 15510,-28324
 15515,-22046
 15520,  -762
 15525, 19957
 15530,-14468
 15535, 15157
 15540, 11351
 15545,  6451
 15550, 28635
 15555,-31341
 15560,-17330
 15565, -9471
 15570,  4310
 15575, 23812
 15580, -6722
 15585, 31452
 15590,-24323
 15595,-30342
 15600,-17501
 15605, -6247
 15610, 32382
 15615,-20689
 15620, -1609
 15625, 22233
 15630,-11623
 15635,  8398
 15640, 32586
 15645,-20870
 15650, -1965
 15655, 22352
 15660,-11853
 15665,  7695
 15670, 29542
 15675,-27843
 15680,-22454
 15685,  -203
 15690, 21163
 15695,-14882
 15700, 12504
 15705,  9026
 15710, 32690
 15715,-22049
 15720,  -409
 15725, 21420
 15730,-13476
 15735, 11434
 15740,  6860
 15745, 26042
 15750, -1648
 15755, 20844
 15760,-12394
 15765,  9471
 15770,  1505
 15775, 16403
 15780,-12153
 15785,  8164
 15790, 29087
 15795,-27417
 15800,-24537
 15805,-28819
 15810,-20070
 15815, -4224
 15820, 28386
 15825,-31473
 15830,-17266
 15835, -9319
 15840,  4902
 15845, 23065
 15850, -9488
 15855,  4260
 15860, 22876
 15865, -7602
 15870,  1868
 15875,-17307
 15880, -9639
 15885,  3160
 15890, 20939
 15895,-14704
 15900, 13189
 15905,  8223
 15910, 32016
 15915,-21634
 15920,   -52
 15925, 20218
 15930,-15206
 15935, 14332
 15940, 11253
 15945,  3708
 15950, 21868
 15955,-12224
 15960,  7886
 15965, 30263
 15970,-24951
 15975,-27976
 15980,-22208
 15985,-32534
 15990, 18581
 15995,-14533
 16000, 12993
 16005,  9651
 16010,   767
 16015,-18221
 16020, -7234
 16025,   462
 16030,-19876
 16035, -4308
 16040, 27339
 16045,-31452
 16050, 17095
 16055,-11886
 16060,  8215
 16065, 31462
 16070,-22086
 16075,-32574
 16080, 18736
 16085,-13915
 16090, 12621
 16095,  7282
 16100, 29678
 16105,-27177
 16110,-23302
 16115,-30790
 16120,-16790
 16125, -9901
 16130,  4916
 16135, 23864
 16140, -6823
 16145, 31589
 16150,-22772
 16155,-31745
 16160, 17706
 16165,-13146
 16170, 10640
 16175,  3489
 16180, 20322
 16185,-14699
 16190, 13488
 16195,  9963
 16200,  1607
 16205, 16772
 16210,-10825
 16215,  6412
 16220, 27242
 16225,-32208
 16230, 18004
 16235,-13699
 16240, 11424
 16245,  4990
 16250, 24210
 16255, -6424
 16260, 31315
 16265,-23373
 16270,-30531
 16275,-17459
 16280, -8359
 16285,  1879
 16290, 16787
 16295,-11355
 16300,  7155
 16305, 28526
 16310,-29696
 16315,-19192
 16320, -5498
 16325, 29290
 16330,-27800
 16335,-22435
 16340,-32246
 16345, 18405
 16350,-14079
 16355, 12151
 16360,  6966
 16365, 28163
 16370,-30239
 16375,-18032
 16380, -7447
 16385, 32629
 16390,-13047
 16395,-28426
 16400,  5483
 16405,  -534
 16410, 14358
 16415,-18625
 16420, 20481
 16425, 25536
 16430,  4077
 16435, -3838
 16440,-12418
 16445,-29503
 16450,  7308
 16455,-29060
 16460,  6706
 16465,-30391
 16470,  9100
 16475,-25157
 16480, 32352
 16485,-13905
 16490,-27000
 16495,  2729
 16500, -6572
 16505, -7397
 16510, -6121
 16515, -8242
 16520, -4258
 16525,-11954
 16530,-30475
 16535,  9606
 16540,-24569
 16545, 31155
 16550, 15996
 16555,-21897
 16560, 26329
 16565,  5603
 16570,  -747
 16575, 14371
 16580,-18719
 16585, 20772
 16590, 26386
 16595,  6210
 16600,-31741
 16605, 11096
 16610,-20972
 16615, 24085
 16620,  1063
 16625,-10217
 16630, -1143
 16635, 15474
 16640,-20985
 16645, 24543
 16650,  1413
 16655, -9891
 16660,  -616
 16665, 15284
 16670,-19586
 16675, 23012
 16680, 30264
 16685, 15219
 16690,-19508
 16695, 22166
 16700, 30140
 16705, 13804
 16710,-17386
 16715, 17825
 16720, 19384
 16725, 22891
 16730, 29883
 16735, 14051
 16740,-18772
 16745, 20381
 16750, 24656
 16755,  2213
 16760, -6815
 16765, -6548
 16770, -8141
 16775, -5391
 16780,-10192
 16785, -1934
 16790, 16106
 16795,-22479
 16800, 26939
 16805,  7056
 16810,-30247
 16815,  9563
 16820,-24087
 16825, 30783
 16830, 15970
 16835,-22212
 16840, 26651
 16845,  7478
 16850,-28809
 16855,  6246
 16860,-31093
 16865,  9960
 16870,-23269
 16875, 28925
 16880, 11497
 16885,-19574
 16890, 22896
 16895, 30580
 16900, 15152
 16905,-18659
 16910, 20957
 16915, 28177
 16920,  9170
 16925,-25778
 16930,  1139
 16935, -8596
 16940, -2208
 16945,-14871
 16950,-26555
 16955,  1660
 16960,-10763
 16965,   -34
 16970, 15095
 16975,-18513
 16980, 20538
 16985, 27300
 16990,  6478
 16995,-30668
 17000,  9186
 17005,-25946
 17010,  1335
 17015, -9191
 17020, -3298
 17025,-13211
 17030,-28892
 17035,  6419
 17040,-30439
 17045,  7677
 17050,-26990
 17055,  3432
 17060, -3310
 17065,-13065
 17070,-29648
 17075,  7025
 17080,-31283
 17085,  9334
 17090,-22874
 17095, 28912
 17100, 11606
 17105,-17702
 17110, 19629
 17115, 25338
 17120,  1409
 17125, -9138
 17130, -3567
 17135,-12989
 17140,-28987
 17145,  7373
 17150,-27732
 17155,  6104
 17160,  -109
 17165, 14728
 17170,-20052
 17175, 23305
 17180, 30351
 17185, 13345
 17190,-17865
 17195, 20401
 17200, 24379
 17205, 32106
 17210,-13913
 17215,-27056
 17220,  3630
 17225, -4283
 17230, -9242
 17235, -1862
 17240, 14493
 17245,-19663
 17250, 24379
 17255, 32157
 17260,-14180
 17265,-28555
 17270,  4798
 17275, -2361
 17280,-15219
 17285,-26514
 17290,   534
 17295,-11712
 17300,-29750
 17305,  9907
 17310,-23736
 17315, 31496
 17320, 15940
 17325,-20691
 17330, 24777
 17335,  3426
 17340, -4990
 17345,-12003
 17350,-31313
 17355, 11132
 17360,-21659
 17365, 27020
 17370,  7622
 17375,-27915
 17380,  5838
 17385,  -338
 17390, 15018
 17395,-18674
 17400, 22513
 17405, 28541
 17410,  9965
 17415,-24615
 17420,  1462
 17425,-10733
 17430,-31774
 17435,  8690
 17440,-22953
 17445, 29080
 17450, 13134
 17455,-17344
 17460, 18931
 17465, 23205
 17470,    56
 17475,-11416
 17480, -1318
 17485, 12991
 17490,-17056
 17495, 18432
 17500, 24374
 17505, 30863
 17510,-15616
 17515,-24795
 17520,  1738
 17525,-12230
 17530,-30787
 17535, 10503
 17540,-18493
 17545, 21409
 17550, 30716
 17555, 14021
 17560,-17777
 17565, 18413
 17570, 17162
 17575, 21924
 17580, 24936
 17585,  5968
 17590,  -290
 17595, 14900
 17600,-20589
 17605, 24917
 17610,  6064
 17615,  -697
 17620,-15161
